tradeDate,openPrice,highPrice,lowPrice,closePrice,volume,ticker
2020-02-17,132.13,132.13,129.76,130.0,6007585,600276
2020-02-18,132.45,135.46,132.45,133.68,12718490,600276
2020-02-19,133.69,133.69,131.87,132.57,1680779,600276
2020-02-20,133.59,133.59,124.79,127.09,10237388,600276
2020-02-21,126.24,126.24,122.86,122.97,4104377,600276
2020-02-24,123.06,126.7,123.06,126.45,14420342,600276
2020-02-25,125.98,131.0,125.98,129.13,11390690,600276
2020-02-26,130.74,134.78,130.17,132.67,5642282,600276
2020-02-27,132.96,132.96,126.82,129.02,17744080,600276
2020-02-28,129.3,129.3,125.2,126.13,19266366,600276
2020-03-02,126.42,131.57,126.42,130.54,3054748,600276
2020-03-03,130.06,130.06,128.81,129.36,8294264,600276
2020-03-04,130.13,134.68,130.13,134.27,10179409,600276
2020-03-05,134.74,136.79,134.74,136.38,11736197,600276
2020-03-06,138.24,142.2,138.24,141.69,6139400,600276
2020-03-09,142.59,146.16,142.59,145.57,13076209,600276
2020-03-10,145.29,145.29,139.8,140.92,3241343,600276
2020-03-11,136.35,136.35,135.55,135.94,5527999,600276
2020-03-12,138.47,138.47,133.1,135.0,20039623,600276
2020-03-13,134.62,134.62,122.52,124.21,7940164,600276
2020-03-16,123.44,123.44,120.89,121.01,8175559,600276
2020-03-17,120.59,124.53,120.59,124.52,5788542,600276
2020-03-18,125.0,129.85,125.0,129.09,21659539,600276
2020-03-19,129.22,136.23,129.22,135.68,8201316,600276
2020-03-20,136.39,136.39,123.94,124.11,1604560,600276
2020-03-23,125.7,125.7,120.68,122.0,16837285,600276
2020-03-24,122.88,125.95,122.88,125.14,5012931,600276
2020-03-25,125.89,127.7,125.89,127.12,4956387,600276
2020-03-26,127.93,131.68,127.93,130.99,18461041,600276
2020-03-27,131.03,138.29,131.03,136.45,23224531,600276
2020-03-30,138.04,138.73,138.04,138.55,8377051,600276
2020-03-31,137.13,142.34,137.13,141.87,5620397,600276
2020-04-01,141.07,142.77,141.07,142.59,4138988,600276
2020-04-02,142.63,142.63,135.58,136.57,18787326,600276
2020-04-03,140.61,140.61,134.56,135.86,2833837,600276
2020-04-06,136.57,138.06,136.57,137.16,10968137,600276
2020-04-07,135.86,137.66,133.78,136.47,5207222,600276
2020-04-08,136.68,136.68,133.49,134.39,9117514,600276
2020-04-09,135.66,137.46,130.16,133.07,12183176,600276
2020-04-10,133.79,139.84,133.79,139.77,7269666,600276
2020-04-13,141.78,141.78,137.01,138.35,14853074,600276
2020-04-14,136.92,139.71,136.92,138.29,1737247,600276
2020-04-15,138.42,138.42,134.52,134.67,4605126,600276
2020-04-16,136.37,136.42,133.86,135.03,12741919,600276
2020-04-17,133.47,133.47,126.15,128.06,6810699,600276
2020-04-20,127.14,136.22,127.14,135.78,10061416,600276
2020-04-21,138.25,140.58,138.25,140.49,10942739,600276
2020-04-22,139.96,139.96,136.37,137.97,9753205,600276
2020-04-23,138.33,142.72,138.33,141.93,13512552,600276
2020-04-24,142.11,142.11,136.67,137.22,13359089,600276
2020-04-27,138.49,138.49,137.11,137.29,8878225,600276
2020-04-28,136.38,137.31,134.31,136.5,7687138,600276
2020-04-29,135.86,137.27,135.86,136.84,11485264,600276
2020-04-30,135.94,135.94,132.92,133.42,3938827,600276
2020-05-01,135.35,136.27,134.67,135.43,4456495,600276
2020-05-04,132.91,140.31,132.91,138.1,11256818,600276
2020-05-05,138.27,141.44,138.27,140.6,1396665,600276
2020-05-06,141.26,142.38,140.03,140.7,1439551,600276
2020-05-07,141.16,141.16,137.84,138.98,1888415,600276
2020-05-08,136.9,137.79,136.12,137.05,1215741,600276
2020-05-11,136.1,142.78,133.99,138.3,9041726,600276
2020-05-12,139.08,139.2,138.68,139.01,7762780,600276
2020-05-13,140.0,144.1,140.0,143.12,8119000,600276
2020-05-14,145.95,145.95,143.05,143.3,5160796,600276
2020-05-15,142.37,145.27,142.37,145.1,5565767,600276
2020-05-18,144.79,144.79,138.31,141.23,12930322,600276
2020-05-19,140.31,145.13,140.31,144.39,5571500,600276
2020-05-20,142.39,142.39,140.81,141.33,3436172,600276
2020-05-21,141.74,145.61,141.74,144.6,18940472,600276
2020-05-22,146.36,156.92,146.36,156.14,9598843,600276
2020-05-25,156.62,160.75,156.62,160.19,14218379,600276
2020-05-26,160.12,165.91,160.12,165.2,21774764,600276
2020-05-27,165.21,172.91,165.21,172.36,24008558,600276
2020-05-28,170.91,176.21,170.91,174.09,9946845,600276
2020-05-29,173.21,173.21,164.06,166.3,2846252,600276
2020-06-01,166.84,166.84,145.4,147.01,7308905,600276
2020-06-02,147.71,147.71,135.27,135.86,19041880,600276
2020-06-03,134.95,138.0,132.21,135.67,3080620,600276
2020-06-04,134.86,134.86,130.82,131.36,7540565,600276
2020-06-05,130.57,130.57,127.25,128.5,5682333,600276
2020-06-08,132.05,132.05,125.17,125.78,11259304,600276
2020-06-09,124.81,128.71,124.81,127.06,3065143,600276
2020-06-10,126.35,133.96,126.35,132.81,4984038,600276
2020-06-11,133.01,133.01,126.78,128.32,4858203,600276
2020-06-12,126.02,135.23,126.02,134.51,11057994,600276
2020-06-15,134.08,137.66,134.08,137.36,13146545,600276
2020-06-16,136.28,139.99,136.28,139.06,12530947,600276
2020-06-17,139.67,140.8,136.68,138.64,5135817,600276
2020-06-18,137.27,137.27,134.9,135.44,8328018,600276
2020-06-19,135.18,138.95,135.18,137.95,12458563,600276
2020-06-22,136.98,139.48,136.98,139.3,9674400,600276
2020-06-23,140.4,152.02,140.4,151.72,24728013,600276
2020-06-24,154.74,154.74,146.74,147.97,8209700,600276
2020-06-25,146.91,153.95,146.91,151.91,19563048,600276
2020-06-26,152.96,158.14,152.96,156.92,4615507,600276
2020-06-29,154.33,156.62,154.33,156.36,5595569,600276
2020-06-30,158.1,158.1,155.16,155.76,2432486,600276
2020-07-01,154.75,158.8,154.04,157.07,6642414,600276
2020-07-02,157.62,157.62,152.06,152.67,4941758,600276
2020-07-03,152.71,158.79,152.71,158.21,4389598,600276
2020-07-06,157.75,158.89,152.89,156.08,3714549,600276
2020-07-07,154.13,162.49,154.13,160.96,8294731,600276
2020-07-08,161.45,161.78,160.42,160.85,13890429,600276
2020-07-09,158.44,158.44,152.6,154.2,17263944,600276
2020-07-10,156.01,161.45,155.81,157.63,9058998,600276
2020-07-13,158.09,158.09,149.36,151.53,14372136,600276
2020-07-14,150.36,154.37,150.36,153.74,8825001,600276
2020-07-15,151.65,157.88,151.65,155.27,18072696,600276
2020-07-16,156.58,156.58,154.13,154.92,8321285,600276
2020-07-17,156.11,156.11,150.96,151.4,12821224,600276
2020-07-20,151.46,158.38,151.46,156.8,20365478,600276
2020-07-21,156.94,164.73,156.94,162.47,13670697,600276
2020-07-22,164.0,174.04,164.0,173.98,6029514,600276
2020-07-23,176.09,180.27,174.85,177.39,13393204,600276
2020-07-24,176.23,176.23,171.33,173.31,5203619,600276
2020-07-27,172.44,172.44,162.24,162.7,1832274,600276
2020-07-28,162.58,181.65,162.58,180.8,16608598,600276
2020-07-29,181.37,181.37,171.75,173.45,7351384,600276
2020-07-30,172.71,174.12,165.95,169.65,890083,600276
2020-07-31,168.98,175.24,168.98,174.25,10944887,600276
2020-08-03,174.06,175.96,173.91,174.55,11515005,600276
2020-08-04,173.54,185.98,173.54,182.61,17880405,600276
2020-08-05,183.22,183.22,182.03,182.58,1245803,600276
2020-08-06,182.86,183.66,182.8,183.38,7475972,600276
2020-08-07,181.29,186.18,181.29,185.06,11355560,600276
2020-08-10,186.17,189.46,186.17,188.87,5586576,600276
2020-08-11,188.94,192.34,188.94,190.97,8207108,600276
2020-08-12,191.94,199.63,191.94,199.56,13477544,600276
2020-08-13,199.67,211.13,199.67,207.02,2079549,600276
2020-08-14,207.82,218.42,207.82,217.77,12796167,600276
2020-08-17,218.03,218.03,212.05,214.51,3578375,600276
2020-08-18,215.68,215.68,213.12,213.47,7400087,600276
2020-08-19,212.86,212.86,192.87,194.33,7016634,600276
2020-08-20,197.37,197.37,178.75,180.23,14691450,600276
2020-08-21,177.3,191.94,177.3,190.54,2682724,600276
2020-08-24,189.68,193.48,189.68,191.13,4905102,600276
2020-08-25,191.7,194.98,189.18,192.01,5973723,600276
2020-08-26,193.21,200.63,193.21,199.92,13114577,600276
2020-08-27,199.71,208.1,199.71,206.4,8001491,600276
2020-08-28,206.36,206.36,201.73,202.69,10021058,600276
2020-08-31,201.74,205.42,196.94,201.31,8244112,600276
2020-09-01,202.9,202.9,176.93,179.75,18296193,600276
2020-09-02,178.27,186.91,178.27,183.92,2462408,600276
2020-09-03,184.27,186.97,183.38,184.77,8836667,600276
2020-09-04,184.7,186.55,183.22,185.37,10113516,600276
2020-09-07,182.25,186.52,182.25,186.36,3464074,600276
2020-09-08,191.07,191.07,181.6,184.0,11076939,600276
2020-09-09,183.66,190.07,183.66,188.19,3215922,600276
2020-09-10,188.84,188.84,170.48,176.95,4531831,600276
2020-09-11,174.6,174.6,164.6,165.57,11438119,600276
2020-09-14,164.77,164.77,158.47,158.9,13779936,600276
2020-09-15,160.71,160.71,158.63,159.06,11716809,600276
2020-09-16,158.06,158.06,152.26,152.91,15841335,600276
2020-09-17,152.28,156.29,152.28,155.03,4653402,600276
2020-09-18,155.47,166.55,155.47,163.56,10609881,600276
2020-09-21,165.16,165.16,160.27,162.03,8966351,600276
2020-09-22,161.67,164.9,161.67,164.7,6078301,600276
2020-09-23,163.15,170.05,163.15,169.02,14863445,600276
2020-09-24,168.07,170.29,167.9,168.87,4286352,600276
2020-09-25,168.38,168.38,158.51,160.61,12670775,600276
2020-09-28,160.65,160.65,157.51,158.17,1620622,600276
2020-09-29,158.69,158.69,150.67,152.68,18708809,600276
2020-09-30,154.2,160.66,153.73,156.76,9477946,600276
2020-10-01,155.35,155.35,150.73,151.69,14982986,600276
2020-10-02,150.36,159.37,150.36,158.04,4351585,600276
2020-10-05,155.77,160.71,155.77,160.67,9599860,600276
2020-10-06,165.13,165.44,159.45,162.01,5081516,600276
2020-10-07,163.17,163.17,150.02,151.65,4633598,600276
2020-10-08,149.21,151.47,149.21,150.53,1389245,600276
2020-10-09,149.66,161.17,149.66,158.11,9151130,600276
2020-10-12,158.54,161.62,158.54,161.06,2926866,600276
2020-10-13,159.91,159.91,155.13,156.27,2883952,600276
2020-10-14,158.19,158.19,150.56,150.94,8655320,600276
2020-10-15,149.23,152.1,149.23,151.31,1908668,600276
2020-10-16,148.81,151.62,148.81,151.46,9489690,600276
2020-10-19,152.37,152.37,141.29,141.95,2318833,600276
2020-10-20,142.31,150.41,142.31,149.36,11383903,600276
2020-10-21,149.99,149.99,141.13,142.7,7869272,600276
2020-10-22,144.89,147.82,141.67,144.55,8891149,600276
2020-10-23,146.65,146.65,138.19,140.94,10391448,600276
2020-10-26,140.97,146.06,140.97,144.92,19122302,600276
2020-10-27,145.95,147.11,145.4,146.34,8559248,600276
2020-10-28,148.27,148.27,140.11,141.07,6585839,600276
2020-10-29,140.92,147.61,140.92,146.76,7640489,600276
2020-10-30,149.13,149.13,139.36,140.61,4714847,600276
2020-11-02,140.05,152.39,140.05,151.94,15043114,600276
2020-11-03,149.45,149.45,148.14,148.17,10676829,600276
2020-11-04,148.26,148.26,145.57,146.92,1692864,600276
2020-11-05,146.26,146.64,144.46,145.37,4819603,600276
2020-11-06,145.13,148.65,145.13,148.48,14487965,600276
2020-11-09,148.25,148.25,144.26,146.11,7162894,600276
2020-11-10,144.23,155.04,144.23,153.01,8764400,600276
2020-11-11,156.25,159.17,156.25,158.37,6001065,600276
2020-11-12,157.01,157.01,153.18,153.93,9212365,600276
2020-11-13,156.53,156.53,147.16,148.2,17363521,600276
2020-11-16,146.0,148.76,146.0,148.27,9232228,600276
2020-11-17,150.44,155.08,150.44,152.81,2196954,600276
2020-11-18,154.64,154.64,149.27,151.18,19088200,600276
2020-11-19,149.95,153.79,149.95,152.33,2892148,600276
2020-11-20,151.6,156.37,151.6,153.95,5410231,600276
2020-11-23,153.0,153.0,151.76,152.25,11219239,600276
2020-11-24,152.6,152.6,145.31,147.23,16806099,600276
2020-11-25,148.35,148.94,147.74,148.42,3441139,600276
2020-11-26,149.12,150.92,149.12,150.52,3239747,600276
2020-11-27,148.5,156.18,148.5,155.84,17896816,600276
2020-11-30,155.73,155.73,150.31,150.41,15057760,600276
2020-12-01,151.9,151.9,147.39,148.87,4778847,600276
2020-12-02,148.67,152.24,148.67,152.14,9872569,600276
2020-12-03,153.1,153.1,148.01,149.68,12692638,600276
2020-12-04,148.98,148.98,141.68,144.0,14112336,600276
2020-12-07,143.55,144.85,143.2,144.38,1251829,600276
2020-12-08,142.63,142.63,135.95,136.08,7680862,600276
2020-12-09,134.36,137.61,134.36,137.17,15309149,600276
2020-12-10,134.92,137.94,134.92,137.19,6992277,600276
2020-12-11,140.32,140.32,128.24,128.24,12524426,600276
2020-12-14,128.02,128.02,123.2,123.27,3823863,600276
2020-12-15,122.58,122.58,116.97,117.22,21770640,600276
2020-12-16,115.95,118.38,115.95,117.49,11982945,600276
2020-12-17,118.15,128.52,118.15,128.03,7468322,600276
2020-12-18,125.88,127.61,125.44,126.29,3110825,600276
2020-12-21,127.95,127.95,123.76,124.36,10783803,600276
2020-12-22,122.5,122.5,119.93,120.42,4195887,600276
2020-12-23,120.92,120.92,117.16,118.11,3775497,600276
2020-12-24,118.54,125.85,118.54,125.3,17248681,600276
2020-12-25,125.35,125.35,120.38,122.27,8018919,600276
2020-12-28,122.78,124.76,122.78,124.62,6261708,600276
2020-12-29,123.01,126.03,123.01,125.53,18302992,600276
2020-12-30,127.03,134.11,127.03,133.3,7589930,600276
2020-12-31,131.63,139.75,131.63,138.99,15281383,600276
2021-01-01,138.22,138.22,133.65,135.08,11650739,600276
2021-01-04,134.67,134.67,124.71,125.84,10901934,600276
2021-01-05,125.4,125.4,122.03,122.82,2040505,600276
2021-01-06,123.78,123.78,117.84,120.31,10230913,600276
2021-01-07,120.36,123.9,120.36,122.95,4522887,600276
2021-01-08,123.02,123.02,121.2,121.57,3724611,600276
2021-01-11,122.07,122.78,121.49,122.19,11714082,600276
2021-01-12,122.65,122.65,120.87,121.75,1784712,600276
2021-01-13,122.67,123.32,120.08,122.32,4315913,600276
2021-01-14,123.19,123.19,116.63,118.54,5846803,600276
2021-01-15,118.39,118.39,116.82,117.63,5135879,600276
2021-01-18,118.69,123.59,118.69,122.94,16376054,600276
2021-01-19,122.28,122.28,117.84,118.39,3821238,600276
2021-01-20,119.24,119.24,116.81,117.81,1571171,600276
2021-01-21,117.84,117.84,115.02,115.31,7044604,600276
2021-01-22,115.24,115.24,112.92,113.43,5175655,600276
2021-01-25,111.87,112.93,111.87,112.88,2265403,600276
2021-01-26,111.85,114.68,111.52,113.2,4732909,600276
2021-01-27,114.4,114.4,108.79,108.82,3735091,600276
2021-01-28,108.18,109.46,106.96,108.56,5034158,600276
2021-01-29,109.06,117.19,109.06,113.18,23055031,600276
2021-02-01,112.47,113.52,110.49,112.11,8842640,600276
2021-02-02,112.17,120.76,112.17,119.33,10967679,600276
2021-02-03,116.91,120.3,115.96,118.25,5071339,600276
2021-02-04,119.09,119.17,114.55,116.36,11750098,600276
2021-02-05,116.1,116.1,114.26,114.28,5039613,600276
2021-02-08,114.19,114.98,114.19,114.89,8014747,600276
2021-02-09,113.56,115.26,113.56,115.04,6250190,600276
2021-02-10,113.28,119.23,113.28,117.86,5300016,600276
2021-02-11,118.12,119.5,115.68,118.17,1828591,600276
2021-02-12,116.56,118.58,111.06,114.54,7279246,600276
2021-02-15,115.45,116.64,115.28,115.89,1436292,600276
2021-02-16,114.92,114.92,110.72,110.8,5772269,600276
2021-02-17,109.55,111.42,109.55,111.02,4078024,600276
2021-02-18,111.82,111.82,107.69,108.08,18907937,600276
2021-02-19,108.99,108.99,106.83,107.09,3499575,600276
2021-02-22,107.18,108.16,106.75,107.57,7422109,600276
2021-02-23,106.65,108.7,105.78,107.36,11880580,600276
2021-02-24,106.18,108.36,104.33,106.66,3904305,600276
2021-02-25,106.95,106.95,99.18,100.19,17690433,600276
2021-02-26,101.12,101.8,100.24,101.17,4231112,600276
2021-03-01,101.3,101.74,100.17,100.81,4797399,600276
2021-03-02,98.58,100.5,98.58,99.59,2994442,600276
2021-03-03,99.89,99.89,96.35,97.77,13514525,600276
2021-03-04,100.46,100.46,93.1,93.62,5995267,600276
2021-03-05,93.89,98.71,93.89,98.45,3353007,600276
2021-03-08,97.11,97.11,93.82,94.5,14585236,600276
2021-03-09,94.4,94.4,91.94,92.14,2171799,600276
2021-03-10,90.37,93.05,90.37,92.82,26344755,600276
2021-03-11,92.6,93.79,92.6,93.6,4515036,600276
2021-03-12,94.65,97.76,94.65,97.72,14815612,600276
2021-03-15,99.55,103.25,99.55,102.2,16228384,600276
2021-03-16,101.41,101.81,100.08,100.78,1921074,600276
2021-03-17,100.99,105.16,100.99,104.46,9213645,600276
2021-03-18,104.74,109.15,104.74,108.34,8629415,600276
2021-03-19,107.99,109.71,105.67,107.19,10482339,600276
2021-03-22,106.6,106.63,106.32,106.44,4410329,600276
2021-03-23,106.97,107.94,106.39,107.32,12058264,600276
2021-03-24,103.88,108.87,103.88,108.24,2657292,600276
2021-03-25,107.76,107.76,104.73,104.95,3812586,600276
2021-03-26,106.25,106.25,105.57,105.61,6718568,600276
2021-03-29,105.57,115.17,105.57,114.76,26481948,600276
2021-03-30,114.59,115.36,113.96,114.67,4714011,600276
2021-03-31,114.57,114.57,108.43,109.0,19685748,600276
2021-04-01,108.38,108.38,103.83,104.17,16934091,600276
2021-04-02,103.36,103.36,95.19,95.48,17645237,600276
2021-04-05,94.12,101.42,94.12,101.24,15367045,600276
2021-04-06,101.86,105.64,101.86,105.36,4016261,600276
2021-04-07,104.64,106.7,104.64,106.19,5442778,600276
2021-04-08,104.78,104.78,104.06,104.17,5181355,600276
2021-04-09,105.06,105.52,105.06,105.31,8586285,600276
2021-04-12,105.59,106.45,104.31,105.18,4390089,600276
2021-04-13,105.47,105.47,103.19,103.63,3076347,600276
2021-04-14,101.05,108.73,101.05,107.79,11102069,600276
2021-04-15,107.71,110.62,107.71,109.06,2223978,600276
2021-04-16,111.91,115.65,111.91,114.65,8355782,600276
2021-04-19,114.47,117.24,114.47,116.26,3794403,600276
2021-04-20,114.25,120.17,114.25,118.56,19996047,600276
2021-04-21,117.62,117.62,114.1,114.96,9406418,600276
2021-04-22,114.74,114.74,109.65,110.13,8871347,600276
2021-04-23,109.94,109.94,109.12,109.33,6484151,600276
2021-04-26,110.24,110.24,105.96,106.79,7017239,600276
2021-04-27,106.67,106.67,98.3,99.72,17619443,600276
2021-04-28,97.63,97.95,95.08,96.95,9933454,600276
2021-04-29,97.97,97.97,92.3,92.77,5164202,600276
2021-04-30,94.07,98.45,94.07,97.56,25512844,600276
2021-05-03,97.97,105.74,97.97,104.18,13672713,600276
2021-05-04,102.94,108.48,102.94,106.96,15767980,600276
2021-05-05,108.68,114.69,108.68,114.21,6426553,600276
2021-05-06,113.94,118.23,113.94,118.05,17835958,600276
2021-05-07,117.54,117.54,115.83,116.03,5095364,600276
2021-05-10,115.81,120.65,115.81,120.38,25565563,600276
2021-05-11,120.85,120.85,118.24,118.52,5334683,600276
2021-05-12,117.42,117.42,114.68,115.41,3260880,600276
2021-05-13,115.64,116.65,115.64,116.54,11125445,600276
2021-05-14,116.83,123.46,116.83,123.21,26263182,600276
2021-05-17,122.91,122.91,119.02,120.32,7353415,600276
2021-05-18,119.13,122.66,119.13,121.06,7659714,600276
2021-05-19,121.96,126.98,121.96,126.52,13005399,600276
2021-05-20,126.75,127.33,126.65,126.96,9794524,600276
2021-05-21,127.95,133.9,127.95,132.63,9671536,600276
2021-05-24,131.3,138.49,131.3,138.06,11444665,600276
2021-05-25,138.73,138.73,132.43,133.96,11419562,600276
2021-05-26,134.43,134.43,130.62,131.86,7719540,600276
2021-05-27,132.69,134.73,128.59,131.33,1681572,600276
2021-05-28,131.57,140.79,131.57,139.06,22968988,600276
2021-05-31,140.1,140.95,137.11,138.97,3657776,600276
2021-06-01,141.33,141.33,131.42,132.81,14554786,600276
2021-06-02,134.87,149.8,134.87,149.4,22377800,600276
2021-06-03,149.55,158.46,149.55,157.88,9092840,600276
2021-06-04,159.56,166.79,159.56,165.99,5588768,600276
2021-06-07,168.05,168.05,162.68,165.32,7077258,600276
2021-06-08,162.4,168.29,162.4,167.07,4082791,600276
2021-06-09,168.05,170.98,168.05,169.76,6831638,600276
2021-06-10,174.02,180.11,174.02,178.55,12006520,600276
2021-06-11,179.6,180.19,176.83,178.88,4162250,600276
2021-06-14,182.14,183.35,180.69,181.53,3672436,600276
2021-06-15,182.48,186.18,182.48,185.22,13080232,600276
2021-06-16,184.62,184.62,182.58,183.78,2931014,600276
2021-06-17,184.27,184.56,181.64,183.28,5651721,600276
2021-06-18,180.35,180.72,176.68,178.77,4689397,600276
2021-06-21,178.57,178.57,175.69,176.04,3195500,600276
2021-06-22,179.33,184.63,179.33,184.61,2709512,600276
2021-06-23,184.92,184.92,177.85,178.26,6406674,600276
2021-06-24,180.0,195.03,180.0,194.29,18954218,600276
2021-06-25,193.39,203.36,193.39,202.04,5115792,600276
2021-06-28,202.45,202.45,196.03,196.17,2559639,600276
2021-06-29,198.19,207.42,197.65,201.2,8193031,600276
2021-06-30,200.9,200.9,196.59,197.09,6919760,600276
2021-07-01,198.6,202.01,198.17,199.35,4272128,600276
2021-07-02,203.11,203.11,199.13,199.68,5040508,600276
2021-07-05,200.81,210.36,200.81,209.85,2371631,600276
2021-07-06,211.82,213.01,208.64,210.99,3235166,600276
2021-07-07,210.81,210.81,201.34,202.95,14802662,600276
2021-07-08,199.63,204.09,198.78,201.16,5676411,600276
2021-07-09,198.46,201.13,198.17,199.92,4039829,600276
2021-07-12,200.86,213.87,200.86,209.05,5729403,600276
2021-07-13,210.21,210.21,197.96,201.11,11649531,600276
2021-07-14,205.84,205.84,193.72,195.71,21702054,600276
2021-07-15,192.98,211.82,192.98,209.03,14081941,600276
2021-07-16,210.45,210.45,199.37,201.53,9959187,600276
2021-07-19,200.0,200.0,183.29,185.31,11615784,600276
2021-07-20,184.58,193.11,184.58,192.69,9366268,600276
2021-07-21,193.23,205.78,193.23,205.52,10701726,600276
2021-07-22,205.89,205.89,201.86,203.37,6765396,600276
2021-07-23,201.42,204.95,201.42,203.48,8214960,600276
2021-07-26,201.46,201.46,196.82,198.21,3769130,600276
2021-07-27,193.89,204.9,193.89,204.49,13622752,600276
2021-07-28,202.69,203.68,199.64,201.65,2409618,600276
2021-07-29,200.01,204.48,200.01,203.94,8420868,600276
2021-07-30,204.75,204.75,199.77,201.72,2310472,600276
2021-08-02,199.52,205.99,199.52,205.72,10429767,600276
2021-08-03,203.69,209.19,203.01,206.09,6227503,600276
2021-08-04,204.44,210.78,204.44,210.6,17273902,600276
2021-08-05,209.84,215.4,209.84,214.27,8255007,600276
2021-08-06,211.21,223.65,211.21,222.45,14490060,600276
2021-08-09,226.71,226.71,212.53,213.38,13030396,600276
2021-08-10,211.08,215.02,211.08,213.74,3844647,600276
2021-08-11,211.23,211.23,210.67,210.75,5497823,600276
2021-08-12,210.28,214.75,210.28,214.41,7853527,600276
2021-08-13,212.88,221.81,212.88,217.17,8770973,600276
2021-08-16,216.06,218.46,216.06,218.36,13869639,600276
2021-08-17,216.64,223.46,216.08,219.66,3682732,600276
2021-08-18,214.92,219.6,214.92,219.23,4100275,600276
2021-08-19,218.79,218.79,212.28,212.43,9122520,600276
2021-08-20,212.99,213.53,204.59,209.95,1689885,600276
2021-08-23,209.01,209.01,197.08,203.29,7403572,600276
2021-08-24,201.79,207.71,191.81,200.19,6704735,600276
2021-08-25,202.92,213.59,202.92,211.93,8600941,600276
2021-08-26,215.14,215.92,215.14,215.8,7944143,600276
2021-08-27,218.18,223.51,215.56,219.26,6202242,600276
2021-08-30,220.49,220.49,217.3,218.34,2339120,600276
2021-08-31,222.45,222.45,209.02,211.95,9008612,600276
2021-09-01,215.06,215.06,189.9,193.22,6148370,600276
2021-09-02,194.39,196.54,192.56,194.22,3241425,600276
2021-09-03,192.84,199.78,192.84,198.71,5380525,600276
2021-09-06,200.22,200.22,199.83,199.88,8080458,600276
2021-09-07,200.29,213.25,200.29,211.96,16770281,600276
2021-09-08,207.84,216.8,204.25,210.41,6599308,600276
2021-09-09,210.45,210.45,203.15,204.47,15327277,600276
2021-09-10,202.46,202.46,191.82,192.55,6505393,600276
2021-09-13,191.45,191.45,185.08,185.55,7656949,600276
2021-09-14,184.8,191.52,184.8,191.14,6122822,600276
2021-09-15,188.5,192.49,188.5,190.83,2675560,600276
2021-09-16,193.34,199.2,193.34,198.5,8812030,600276
2021-09-17,198.95,198.95,190.31,191.98,18910227,600276
2021-09-20,191.92,191.92,187.0,188.07,10845716,600276
2021-09-21,184.66,190.78,184.66,190.11,11918454,600276
2021-09-22,191.97,196.29,191.97,195.29,888244,600276
2021-09-23,196.65,196.65,195.69,195.89,4711653,600276
2021-09-24,198.2,198.2,190.37,190.53,18804985,600276
2021-09-27,190.35,204.65,190.35,203.03,11056400,600276
2021-09-28,205.0,205.0,194.42,194.8,2147187,600276
2021-09-29,195.74,195.74,191.03,191.78,8055171,600276
2021-09-30,189.36,189.36,187.72,188.17,8572778,600276
2021-10-01,186.07,193.65,186.07,191.83,17951206,600276
2021-10-04,186.65,191.97,186.65,191.74,15664175,600276
2021-10-05,191.77,196.54,191.77,194.82,6089063,600276
2021-10-06,194.17,203.34,194.17,203.1,7652484,600276
2021-10-07,201.54,202.28,201.54,202.19,8873317,600276
2021-10-08,202.18,202.18,201.58,201.75,6743124,600276
2021-10-11,206.22,206.22,195.32,197.89,9527461,600276
