tradeDate,openPrice,highPrice,lowPrice,closePrice,volume,ticker
2020-08-07,86.0,86.24,83.5,84.94,4539817,000063
2020-08-10,84.02,85.9,84.02,85.76,15803374,000063
2020-08-11,85.11,86.99,84.96,85.94,3447970,000063
2020-08-12,85.48,85.89,85.14,85.38,3101208,000063
2020-08-13,85.11,86.48,84.69,85.58,5541728,000063
2020-08-14,84.98,90.61,84.98,90.38,17983955,000063
2020-08-17,90.31,90.31,88.28,88.35,4231709,000063
2020-08-18,89.85,89.85,86.77,87.59,14918075,000063
2020-08-19,87.91,87.91,85.89,86.22,3645452,000063
2020-08-20,84.73,84.73,79.32,80.01,22564520,000063
2020-08-21,79.76,81.65,79.76,81.42,18057312,000063
2020-08-24,82.34,82.34,80.74,81.17,3299951,000063
2020-08-25,82.18,82.18,78.21,80.18,1915430,000063
2020-08-26,80.53,86.42,80.53,85.47,2502153,000063
2020-08-27,85.16,85.16,82.76,82.76,14255021,000063
2020-08-28,82.64,82.64,81.61,81.89,4149307,000063
2020-08-31,82.03,82.21,82.03,82.18,7692896,000063
2020-09-01,83.08,83.08,79.55,80.65,8880522,000063
2020-09-02,79.68,79.68,76.89,77.02,10893508,000063
2020-09-03,78.01,78.01,76.55,76.59,2800224,000063
2020-09-04,75.95,78.08,74.81,76.76,4334342,000063
2020-09-07,78.06,78.06,76.06,76.25,9727381,000063
2020-09-08,77.92,77.92,73.4,74.33,4218242,000063
2020-09-09,72.61,74.28,72.61,74.1,7076171,000063
2020-09-10,75.55,75.55,72.15,72.67,6034190,000063
2020-09-11,73.29,74.04,72.75,73.41,12397248,000063
2020-09-14,73.88,74.44,73.88,74.41,7996206,000063
2020-09-15,74.1,74.45,73.29,73.84,2744058,000063
2020-09-16,74.84,74.84,68.07,68.13,7856150,000063
2020-09-17,67.37,70.77,67.37,70.08,10824957,000063
2020-09-18,70.18,72.19,69.38,71.06,7771387,000063
2020-09-21,72.03,72.03,67.66,68.54,11433320,000063
2020-09-22,67.57,69.38,67.57,69.36,11152882,000063
2020-09-23,70.1,70.31,69.55,69.87,5733982,000063
2020-09-24,70.37,70.37,68.81,69.08,2887921,000063
2020-09-25,68.85,69.93,68.85,69.48,983346,000063
2020-09-28,69.58,69.58,68.98,69.2,8219699,000063
2020-09-29,68.58,72.08,68.58,71.19,2817159,000063
2020-09-30,70.3,71.59,69.47,70.4,4177393,000063
2020-10-01,69.41,69.41,67.49,68.11,1281867,000063
2020-10-02,68.41,68.41,66.86,67.11,13698012,000063
2020-10-05,66.69,67.94,66.57,67.3,2195540,000063
2020-10-06,66.52,66.52,63.95,64.84,17594308,000063
2020-10-07,64.94,64.94,62.05,62.29,5098640,000063
2020-10-08,62.59,62.59,60.52,60.6,6133471,000063
2020-10-09,62.13,62.13,60.27,60.37,13600591,000063
2020-10-12,60.33,60.33,59.33,59.86,7747974,000063
2020-10-13,59.66,59.66,59.16,59.31,8037803,000063
2020-10-14,59.93,60.44,59.65,60.11,4093908,000063
2020-10-15,60.22,61.77,60.19,60.68,4187823,000063
2020-10-16,60.81,60.81,58.08,58.49,3996118,000063
2020-10-19,58.9,58.9,57.72,58.28,1665739,000063
2020-10-20,58.54,58.54,56.25,56.86,9162340,000063
2020-10-21,56.24,58.41,56.24,58.1,13293974,000063
2020-10-22,58.55,59.01,58.55,58.72,3691556,000063
2020-10-23,58.49,59.91,58.49,59.91,18405422,000063
2020-10-26,59.38,60.86,59.38,60.19,6960745,000063
2020-10-27,60.68,60.68,59.23,59.76,2243076,000063
2020-10-28,59.8,59.8,58.96,58.97,1948337,000063
2020-10-29,59.45,59.45,57.25,58.15,12704648,000063
2020-10-30,59.3,59.3,57.42,57.91,1967197,000063
2020-11-02,58.33,58.33,55.47,56.07,12418580,000063
2020-11-03,56.97,57.34,56.97,57.24,3383430,000063
2020-11-04,56.14,57.15,56.14,56.88,3651815,000063
2020-11-05,56.46,57.54,56.37,57.02,5365191,000063
2020-11-06,57.56,58.2,57.12,57.76,7348650,000063
2020-11-09,56.47,58.28,56.47,57.78,4896701,000063
2020-11-10,57.9,59.55,57.9,59.41,15992035,000063
2020-11-11,59.0,60.57,59.0,60.12,7554378,000063
2020-11-12,59.95,59.95,59.36,59.46,4218800,000063
2020-11-13,59.79,59.79,57.14,57.58,5509410,000063
2020-11-16,57.81,58.74,57.04,57.66,14302622,000063
2020-11-17,58.28,59.29,57.79,58.19,4180823,000063
2020-11-18,58.29,58.96,58.29,58.7,4984738,000063
2020-11-19,57.71,57.71,55.93,56.28,11294959,000063
2020-11-20,56.34,56.34,54.83,55.04,12017936,000063
2020-11-23,55.13,57.13,55.13,56.55,20754993,000063
2020-11-24,56.57,56.63,55.78,56.3,11405239,000063
2020-11-25,56.3,57.09,55.84,56.21,7400593,000063
2020-11-26,55.67,55.67,54.46,54.53,16168234,000063
2020-11-27,54.57,56.83,54.57,56.01,12651488,000063
2020-11-30,55.91,56.84,55.91,56.62,6956159,000063
2020-12-01,55.78,59.38,55.78,58.92,19901456,000063
2020-12-02,58.32,59.17,58.32,58.92,9466151,000063
2020-12-03,58.3,60.91,58.3,60.62,14839481,000063
2020-12-04,59.1,63.33,59.1,62.27,8222064,000063
2020-12-07,62.3,62.3,60.44,60.57,8803328,000063
2020-12-08,59.55,62.06,59.55,61.53,14995258,000063
2020-12-09,61.52,63.44,61.52,62.9,19854943,000063
2020-12-10,62.95,65.12,62.95,64.29,13730919,000063
2020-12-11,65.07,65.07,63.42,63.78,3322666,000063
2020-12-14,63.1,64.23,62.52,63.08,8315894,000063
2020-12-15,62.86,65.64,62.86,65.33,9153173,000063
2020-12-16,65.08,68.31,65.08,67.52,5625592,000063
2020-12-17,66.83,67.14,66.83,67.07,8155756,000063
2020-12-18,66.54,68.03,64.78,66.4,7168353,000063
2020-12-21,66.83,67.51,66.64,67.11,2942098,000063
2020-12-22,68.7,69.38,68.7,69.33,1752518,000063
2020-12-23,69.04,69.76,67.94,69.13,1635063,000063
2020-12-24,68.84,68.84,62.73,63.45,19491760,000063
2020-12-25,62.87,65.09,62.87,64.32,17099405,000063
2020-12-28,64.63,64.63,61.31,61.7,5382531,000063
2020-12-29,62.07,62.07,60.88,61.29,3267381,000063
2020-12-30,60.95,60.95,59.48,59.65,16685818,000063
2020-12-31,59.11,60.77,59.11,60.66,14616521,000063
2021-01-01,60.31,62.11,59.15,60.22,3068121,000063
2021-01-04,59.7,66.06,59.7,65.08,23078170,000063
2021-01-05,65.05,65.05,61.34,61.7,11837901,000063
2021-01-06,61.81,62.47,61.81,62.28,5379697,000063
2021-01-07,62.87,62.87,61.21,61.71,8554555,000063
2021-01-08,62.04,62.09,61.64,61.91,3468828,000063
2021-01-11,61.51,61.92,61.51,61.89,3266285,000063
2021-01-12,61.73,61.73,60.89,61.06,1866092,000063
2021-01-13,61.66,61.66,56.32,56.64,16100758,000063
2021-01-14,56.22,56.22,55.67,55.78,7720987,000063
2021-01-15,56.33,57.29,56.33,57.08,2716453,000063
2021-01-18,58.1,58.1,54.63,54.82,5527373,000063
2021-01-19,55.1,55.1,52.89,53.13,13842567,000063
2021-01-20,52.76,53.59,52.76,53.43,1641182,000063
2021-01-21,53.12,57.42,53.12,57.24,3206690,000063
2021-01-22,57.32,57.76,57.32,57.59,11099825,000063
2021-01-25,58.24,58.24,56.11,56.31,7818730,000063
2021-01-26,55.55,55.55,54.67,54.96,2391775,000063
2021-01-27,55.16,55.3,53.97,54.6,9553066,000063
2021-01-28,53.81,54.69,52.52,53.76,6159923,000063
2021-01-29,53.44,53.48,53.22,53.36,9683323,000063
2021-02-01,53.84,53.84,50.69,51.03,6736798,000063
2021-02-02,51.52,57.86,51.52,56.07,17272926,000063
2021-02-03,56.56,56.56,54.52,54.55,7161091,000063
2021-02-04,54.51,56.88,54.51,56.58,13463640,000063
2021-02-05,56.2,56.61,56.2,56.55,7236570,000063
2021-02-08,56.06,56.06,52.85,53.06,14988740,000063
2021-02-09,52.7,58.68,52.7,58.65,11948478,000063
2021-02-10,58.66,58.66,56.52,57.34,9456077,000063
2021-02-11,57.23,57.25,56.51,56.94,5880837,000063
2021-02-12,55.91,60.67,55.91,59.47,19421336,000063
2021-02-15,58.81,60.53,58.81,60.49,10017306,000063
2021-02-16,61.03,61.03,58.18,58.34,7760006,000063
2021-02-17,58.81,58.81,56.78,57.37,6020282,000063
2021-02-18,57.07,57.07,53.88,54.37,11251021,000063
2021-02-19,55.14,55.75,55.14,55.73,8339072,000063
2021-02-22,56.38,56.38,54.28,55.16,10870536,000063
2021-02-23,54.89,58.13,54.89,57.71,5664307,000063
2021-02-24,57.29,57.72,56.39,56.9,2776216,000063
2021-02-25,57.42,57.64,55.06,56.4,2188712,000063
2021-02-26,56.49,57.53,56.49,57.33,11304048,000063
2021-03-01,57.08,58.94,57.08,58.91,21981210,000063
2021-03-02,58.91,59.83,58.91,59.54,2063308,000063
2021-03-03,59.02,59.02,56.47,57.67,5555847,000063
2021-03-04,58.5,58.5,53.94,54.14,12977329,000063
2021-03-05,53.51,54.57,53.28,53.8,3666864,000063
2021-03-08,54.33,55.86,54.33,55.15,7430279,000063
2021-03-09,54.56,54.56,53.53,53.72,3789759,000063
2021-03-10,53.66,55.3,53.66,54.36,10397581,000063
2021-03-11,54.78,55.4,54.1,54.8,1276623,000063
2021-03-12,55.16,61.52,55.16,60.89,11381420,000063
2021-03-15,60.36,62.72,60.36,62.38,19194146,000063
2021-03-16,61.91,65.2,61.91,65.1,4814379,000063
2021-03-17,66.18,66.18,62.52,63.46,14439186,000063
2021-03-18,62.02,62.91,62.02,62.75,2184479,000063
2021-03-19,62.56,65.68,62.56,65.6,13694572,000063
2021-03-22,65.15,65.32,62.31,64.37,4022365,000063
2021-03-23,63.86,66.96,63.86,65.96,2594461,000063
2021-03-24,65.71,65.71,65.32,65.46,1487073,000063
2021-03-25,65.64,66.47,65.4,65.83,8820824,000063
2021-03-26,65.59,69.06,65.59,67.73,14389587,000063
2021-03-29,66.72,70.4,66.72,69.95,18565837,000063
2021-03-30,70.67,73.6,69.94,71.39,10170535,000063
2021-03-31,70.8,76.09,70.8,75.92,2000340,000063
2021-04-01,76.8,76.97,75.93,76.6,3946620,000063
2021-04-02,76.43,76.43,73.28,74.58,8758782,000063
2021-04-05,75.36,77.07,75.36,76.79,10036436,000063
2021-04-06,77.13,80.65,77.13,80.54,5124834,000063
2021-04-07,80.54,80.54,79.61,79.75,3885521,000063
2021-04-08,79.78,79.78,75.19,75.44,21987037,000063
2021-04-09,75.48,75.48,67.48,67.64,2525328,000063
2021-04-12,67.44,69.66,67.44,68.94,5765734,000063
2021-04-13,70.05,70.05,68.5,69.25,1412426,000063
2021-04-14,69.4,70.29,69.4,70.08,1882032,000063
2021-04-15,70.24,70.24,68.99,69.13,7202864,000063
2021-04-16,69.92,69.92,67.42,67.42,10511019,000063
2021-04-19,67.39,68.62,67.39,68.06,9334713,000063
2021-04-20,67.47,71.57,67.47,71.18,27554850,000063
2021-04-21,70.32,72.49,70.32,71.7,2690320,000063
2021-04-22,72.23,72.23,67.85,68.14,13592114,000063
2021-04-23,67.57,70.71,67.57,68.81,6620914,000063
2021-04-26,68.25,68.49,67.76,68.06,2674217,000063
2021-04-27,67.65,69.83,65.5,67.58,3785648,000063
2021-04-28,66.78,67.61,66.78,67.28,5971053,000063
2021-04-29,67.62,67.62,65.0,65.16,6207900,000063
2021-04-30,65.3,65.3,64.1,64.62,8543502,000063
2021-05-03,63.5,63.63,62.69,63.15,5033067,000063
2021-05-04,62.79,62.79,60.76,61.48,19318063,000063
2021-05-05,60.42,63.32,60.42,63.1,8722020,000063
2021-05-06,63.53,65.84,63.53,65.15,26123140,000063
2021-05-07,65.25,66.18,65.01,65.52,3467327,000063
2021-05-10,65.11,67.08,64.42,65.62,7106694,000063
2021-05-11,65.43,66.82,65.43,66.12,3083737,000063
2021-05-12,66.29,67.73,65.5,66.76,5910295,000063
2021-05-13,66.98,66.98,65.99,66.29,3312296,000063
2021-05-14,67.44,68.02,66.31,67.27,1834622,000063
2021-05-17,66.36,68.66,66.36,68.07,14933280,000063
2021-05-18,68.55,69.92,66.95,68.89,6250549,000063
2021-05-19,69.68,71.57,69.68,71.4,20727515,000063
2021-05-20,70.01,72.81,70.01,72.56,21839225,000063
2021-05-21,71.92,71.92,70.6,71.0,4341645,000063
2021-05-24,71.41,73.02,71.41,72.91,6555254,000063
2021-05-25,72.72,72.72,68.74,70.58,7201506,000063
2021-05-26,69.66,71.68,69.66,71.63,7404641,000063
2021-05-27,70.28,73.78,70.28,73.14,23130793,000063
2021-05-28,72.09,73.82,72.09,73.57,19397349,000063
2021-05-31,74.8,77.71,74.8,76.91,15394524,000063
2021-06-01,77.27,77.27,74.22,74.69,3319306,000063
2021-06-02,74.91,76.27,74.91,76.21,7607886,000063
2021-06-03,76.03,76.03,74.41,74.78,6257092,000063
2021-06-04,74.01,76.72,72.87,74.8,8580734,000063
2021-06-07,75.32,76.68,75.05,75.49,6417104,000063
2021-06-08,75.62,75.62,72.15,73.83,10168675,000063
2021-06-09,73.07,74.13,73.07,74.05,2330665,000063
2021-06-10,73.85,76.38,73.85,75.93,10480559,000063
2021-06-11,74.6,85.13,74.6,83.54,11999756,000063
2021-06-14,83.87,83.87,77.42,78.2,15077846,000063
2021-06-15,77.6,77.6,75.15,75.8,9247492,000063
2021-06-16,77.22,77.34,75.09,76.46,11692968,000063
2021-06-17,75.67,77.02,75.67,76.82,7715701,000063
2021-06-18,76.66,78.12,76.43,77.26,10427296,000063
2021-06-21,78.26,78.26,75.17,75.86,9419763,000063
2021-06-22,75.54,76.04,74.69,75.52,10465802,000063
2021-06-23,75.88,76.68,75.44,75.83,8246867,000063
2021-06-24,76.44,76.44,74.77,74.94,7382435,000063
2021-06-25,74.22,78.69,74.22,78.61,18819560,000063
2021-06-28,78.15,83.26,78.15,82.48,17779897,000063
2021-06-29,82.37,82.37,79.09,79.37,2229408,000063
2021-06-30,79.41,83.46,79.41,83.17,15401777,000063
2021-07-01,83.3,83.3,78.63,79.6,11686998,000063
2021-07-02,79.74,81.71,79.74,81.06,6600667,000063
2021-07-05,81.29,83.28,81.29,82.62,4697070,000063
2021-07-06,82.26,82.26,74.85,75.33,18850476,000063
2021-07-07,76.51,76.51,69.35,69.88,12888400,000063
2021-07-08,69.17,70.19,67.97,69.1,7134726,000063
2021-07-09,68.49,70.87,68.49,70.15,21275289,000063
2021-07-12,69.41,71.98,69.41,71.26,11991332,000063
2021-07-13,70.57,75.86,70.57,73.87,4559309,000063
2021-07-14,73.54,73.71,72.87,73.44,8171307,000063
2021-07-15,72.66,74.64,72.66,74.04,12101485,000063
2021-07-16,74.75,76.9,74.75,76.6,7775468,000063
2021-07-19,76.85,79.12,76.35,77.22,5108029,000063
2021-07-20,78.12,78.12,75.13,76.41,3282290,000063
2021-07-21,77.15,77.15,70.1,70.29,10994428,000063
2021-07-22,70.64,70.64,66.3,67.49,22423163,000063
2021-07-23,67.85,67.85,63.91,65.25,16695855,000063
2021-07-26,66.34,70.13,66.34,69.33,20212243,000063
2021-07-27,69.52,70.41,68.79,69.72,9647563,000063
2021-07-28,69.49,69.49,66.64,67.13,4752803,000063
2021-07-29,67.23,67.23,64.08,65.56,2107371,000063
2021-07-30,65.67,65.67,64.16,64.74,5506433,000063
2021-08-02,64.58,66.64,64.58,66.29,9915244,000063
2021-08-03,65.97,65.97,63.99,64.21,14320715,000063
2021-08-04,63.62,63.62,62.37,62.46,2202156,000063
2021-08-05,62.31,62.44,61.92,62.26,2350860,000063
2021-08-06,61.9,63.1,61.9,63.1,9476395,000063
2021-08-09,64.42,64.42,61.84,62.09,9129590,000063
2021-08-10,62.76,63.07,61.5,62.21,10245273,000063
2021-08-11,62.26,62.26,61.49,61.54,9212205,000063
2021-08-12,62.1,63.51,60.85,62.06,11427319,000063
2021-08-13,62.92,62.92,59.84,59.85,14818975,000063
2021-08-16,59.44,61.09,59.44,60.66,2623487,000063
2021-08-17,60.97,60.97,57.74,57.87,10085992,000063
2021-08-18,58.08,58.08,52.77,53.16,5922628,000063
2021-08-19,53.03,53.63,53.03,53.37,13337022,000063
2021-08-20,53.61,54.27,52.19,53.49,5407098,000063
2021-08-23,53.78,55.11,53.52,54.08,7548452,000063
2021-08-24,54.29,54.29,51.74,51.98,5215155,000063
2021-08-25,51.66,52.58,50.85,51.66,6403418,000063
2021-08-26,51.68,51.68,50.7,50.94,3227216,000063
2021-08-27,51.21,53.28,51.21,53.12,21680032,000063
2021-08-30,53.39,53.66,52.78,53.16,7022866,000063
2021-08-31,52.2,55.11,52.2,54.51,2397862,000063
2021-09-01,55.03,55.26,55.03,55.21,4119576,000063
2021-09-02,55.64,55.64,51.05,51.53,6888361,000063
2021-09-03,51.16,51.16,49.84,50.09,18807474,000063
2021-09-06,49.96,49.96,47.04,48.46,5505311,000063
2021-09-07,48.2,50.54,48.2,50.01,2254898,000063
2021-09-08,49.99,51.23,49.99,50.96,2972915,000063
2021-09-09,51.99,51.99,49.37,50.06,10392718,000063
2021-09-10,50.48,50.73,49.58,50.21,1960626,000063
2021-09-13,49.5,50.67,49.5,50.41,8485795,000063
2021-09-14,50.06,52.43,49.94,51.01,8659531,000063
2021-09-15,50.41,51.94,50.41,51.93,3950163,000063
2021-09-16,52.74,52.74,50.04,50.46,7282303,000063
2021-09-17,49.88,49.88,47.96,48.01,3646566,000063
2021-09-20,48.15,48.15,46.82,46.99,11236456,000063
2021-09-21,46.29,48.37,46.29,48.06,6935384,000063
2021-09-22,47.69,47.69,46.86,47.08,8392707,000063
2021-09-23,47.2,47.2,45.88,46.06,8375897,000063
2021-09-24,45.79,46.7,45.79,46.6,5051122,000063
2021-09-27,46.71,49.11,46.71,48.45,3564324,000063
2021-09-28,48.55,48.56,47.62,48.04,8497558,000063
2021-09-29,48.02,48.02,46.94,47.18,9692903,000063
2021-09-30,46.64,48.11,46.64,47.52,4829961,000063
2021-10-01,48.27,48.69,47.2,47.99,4015958,000063
2021-10-04,47.61,47.95,47.18,47.56,13820953,000063
2021-10-05,47.17,47.17,45.49,46.18,2822129,000063
2021-10-06,46.08,47.27,46.08,47.14,17432901,000063
2021-10-07,46.33,46.33,45.07,45.38,19685330,000063
2021-10-08,45.8,46.15,44.89,45.3,10217931,000063
2021-10-11,45.26,45.26,44.51,44.61,8230962,000063
